"idcalle","calle","localidad","departamento"
22548,"TREINTA Y TRES, AVENIDA","LA FLORESTA","CANELONES"
22549,"AVENIDA FRANCIA","PUNTA DEL ESTE","MALDONADO"
22549,"AVENIDA FRANCIA","MALDONADO","MALDONADO"
22549,"AVENIDA FRANCIA","PINARES - LAS DELICIAS","MALDONADO"
22550,"DE IBARBOUROU, JUANA","COLONIA DEL SACRAMENTO","COLONIA"
22551,"LAVALLEJA","LA FLORESTA","CANELONES"
22552,"GARZAS","PAN DE AZUCAR","MALDONADO"
22553,"REGULES, ELIAS","COLONIA DEL SACRAMENTO","COLONIA"
22554,"LAZO, ANIBAL","PAN DE AZUCAR","MALDONADO"
22555,"56 (BRIO. PEÑAROL)","MINAS","LAVALLEJA"
22556,"DE MARIA, ISIDORO","COLONIA DEL SACRAMENTO","COLONIA"
22557,"BELLONI, JOSE","MINAS","LAVALLEJA"
22558,"COLON, CONTINUACION","MINAS","LAVALLEJA"
22559,"SARANDI SOLIS, AVENIDA","LA FLORESTA","CANELONES"
22560,"131","MINAS","LAVALLEJA"
22561,"BELLONI, JOSE","COLONIA DEL SACRAMENTO","COLONIA"
22562,"VIVIENDAS INVE","MINAS","LAVALLEJA"
22563,"HARRIS, PAUL","COLONIA DEL SACRAMENTO","COLONIA"
22564,"CARLOS REYLES","ROCHA","ROCHA"
22565,"ZUFRIATEGUI","LA FLORESTA","CANELONES"
22566,"AMORIM Y BRUM","ROCHA","ROCHA"
22567,"7 (BAL. LA FLORESTA)","LA FLORESTA","CANELONES"
22568,"15","PUERTO LA PALOMA","ROCHA"
22568,"15","LA AGUADA Y COSTA AZUL","ROCHA"
22568,"15","LA AGUADA","ROCHA"
22569,"SIRIO","PUERTO LA PALOMA","ROCHA"
22570,"OLIVERA, 9 GRAL. L.","LA CORONILLA","ROCHA"
22571,"FERNANDEZ TUNON, LEOPOLDO","LA CORONILLA","ROCHA"
22572,"LOS AROMOS","LA CORONILLA","ROCHA"
22573,"MACHADO, MTRA TERESA","LA CORONILLA","ROCHA"
22574,"CRAVOTO, MAURICIO","COLONIA DEL SACRAMENTO","COLONIA"
22575,"TROPAS","ROSARIO","COLONIA"
22577,"MISTRAL, GABRIELA","COLONIA DEL SACRAMENTO","COLONIA"
22578,"REYLES, CARLOS","COLONIA DEL SACRAMENTO","COLONIA"
22579,"17 METROS","ESTACION LA FLORESTA","CANELONES"
22580,"A J. SUAREZ Y MONTEVIDEO","TOLEDO","CANELONES"
22581,"GUENOAS","CHUY","ROCHA"
22583,"DEBALI, JOSE","COLONIA DEL SACRAMENTO","COLONIA"
22584,"LUSSICH, ANTONIO","COLONIA DEL SACRAMENTO","COLONIA"
22585,"QUIROGA, HORACIO","COLONIA DEL SACRAMENTO","COLONIA"
22587,"DE VIANA, JAVIER","COLONIA DEL SACRAMENTO","COLONIA"
22588,"ERNESTO ARAGUNDE","JAUREGUIBERRY","CANELONES"
22589,"VIV.MEVIR III","VILLA ANSINA","TACUAREMBO"
22590,"ESPAÑA","SAN JOSE DE MAYO","SAN JOSE"
22592,"UTE  6","VILLA MARIA","SAN JOSE"
22594,"BIDEGAIN","RADIAL RUTA 3","SAN JOSE"
22595,"HERRERA Y REISSIG, JULIO","COLONIA DEL SACRAMENTO","COLONIA"
22596,"MAYA","SAN FERNANDO CHICO","SAN JOSE"
22596,"MAYA","SAN FERNANDO","SAN JOSE"
22596,"MAYA","CIUDAD DEL PLATA","SAN JOSE"
22596,"MAYA","RINCON DE LA BOLSA","SAN JOSE"
22597,"ESPINO,DIEGO","COLONIA DEL SACRAMENTO","COLONIA"
22598,"COLO,ALBERTO","COLONIA DEL SACRAMENTO","COLONIA"
22599,"SANCHEZ, FLORENCIO","COLONIA DEL SACRAMENTO","COLONIA"
22600,"16","ESTACION LA FLORESTA","CANELONES"
22601,"LAVANDEIRA, FRANCISCO","PASO DE LOS TOROS","TACUAREMBO"
22602,"OVIEDO,FLORENCIO","COLONIA DEL SACRAMENTO","COLONIA"
22603,"E (PARAL. A RUTA 35)","ESTACION LA FLORESTA","CANELONES"
22604,"12 DE OCTUBRE","OMBUES DE LAVALLE","COLONIA"
22605,"COVIOLA","OMBUES DE LAVALLE","COLONIA"
22606,"GUTIERREZ, CAYETANO","TRINIDAD","FLORES"
22607,"35","ESTACION LA FLORESTA","CANELONES"
22608,"19","ESTACION LA FLORESTA","CANELONES"
22609,"BAZURRO, DOMINGO","COLONIA DEL SACRAMENTO","COLONIA"
22610,"TOSCAS","ESTACION LA FLORESTA","CANELONES"
22611,"COVITO","COLONIA DEL SACRAMENTO","COLONIA"
22612,"25 DE AGOSTO","OMBUES DE LAVALLE","COLONIA"
22613,"11","ESTACION LA FLORESTA","CANELONES"
22614,"18 DE JULIO","OMBUES DE LAVALLE","COLONIA"
22615,"A (FLOR DE MAYO)","CIUDAD DE LA COSTA","CANELONES"
22615,"A (FLOR DE MAYO)","PASO CARRASCO","CANELONES"
22616,"ORTIZ, RAMON","JUAN LACAZE","COLONIA"
22617,"GUTIERREZ RUIZ,HECTOR","JUAN LACAZE","COLONIA"
22618,"FLORIDA","JUAN LACAZE","COLONIA"
22619,"ARTIGAS, JOSE G.","BELLO HORIZONTE","CANELONES"
22619,"ARTIGAS, JOSE G.","COSTA AZUL","CANELONES"
22620,"AVENIDA DE LAS AMERICAS","BARRA DE CARRASCO","CANELONES"
22620,"AVENIDA DE LAS AMERICAS","CIUDAD DE LA COSTA","CANELONES"
22620,"AVENIDA DE LAS AMERICAS","BARRIO OBRERO","CANELONES"
22620,"AVENIDA DE LAS AMERICAS","PASO CARRASCO","CANELONES"
22620,"AVENIDA DE LAS AMERICAS","PARQUE CARRASCO","CANELONES"
22620,"AVENIDA DE LAS AMERICAS","AEROPUERTO INTERNACIONAL DE CARRASCO","CANELONES"
22620,"AVENIDA DE LAS AMERICAS","PARQUE MIRAMAR","CANELONES"
22621,"MANTON, BENJAMIN","COLONIA DEL SACRAMENTO","COLONIA"
22622,"MADDALENA,DIEGO","COLONIA DEL SACRAMENTO","COLONIA"
22623,"GARIBALDI, GRAL.","MERCEDES","SORIANO"
22624,"TREINTA Y TRES","MERCEDES","SORIANO"
22625,"CESAR MAYO GUTIERREZ","LA PAZ","CANELONES"
22626,"F","CIUDAD DE LA COSTA","CANELONES"
22626,"F","SOLYMAR","CANELONES"
22627,"PERALTA,LUIS","COLONIA DEL SACRAMENTO","COLONIA"
22628,"CONSTITUYENTE","MERCEDES","SORIANO"
22630,"REBUFATT,ANDRES","COLONIA DEL SACRAMENTO","COLONIA"
22631,"VILAMAJO, ARQUITECTO JULIO","COLONIA DEL SACRAMENTO","COLONIA"
22633,"CALCATERRA,ARMANDO","COLONIA DEL SACRAMENTO","COLONIA"
22634,"CONCORDIA, AVENIDA","SALTO","SALTO"
22635,"CALLE C","CANELONES","CANELONES"
22636,"RIO DE LA PLATA","COLONIA DEL SACRAMENTO","COLONIA"
22637,"MAURENTE,RAUL","COLONIA DEL SACRAMENTO","COLONIA"
22638,"DOCTOR ALFONSO ESPINOLA","LAS PIEDRAS","CANELONES"
22639,"10","COLONIA DEL SACRAMENTO","COLONIA"
22640,"PERAZZA,ELOY","COLONIA DEL SACRAMENTO","COLONIA"
22641,"S/N 934","CANELONES","CANELONES"
22642,"223","COLONIA DEL SACRAMENTO","COLONIA"
22643,"NRO.1","CANELONES","CANELONES"
22644,"216","COLONIA DEL SACRAMENTO","COLONIA"
22647,"UTE  1","COLONIA DEL SACRAMENTO","COLONIA"
22648,"GRAN BRETAÑA","COSTA AZUL","CANELONES"
22649,"AMARAL, DE","PUERTO LA PALOMA","ROCHA"
22650,"CERRO LARGO","PROGRESO","CANELONES"
22651,"17","LAS TOSCAS","CANELONES"
22652,"214","COLONIA DEL SACRAMENTO","COLONIA"
22653,"225","COLONIA DEL SACRAMENTO","COLONIA"
22654,"212","COLONIA DEL SACRAMENTO","COLONIA"
22655,"EDUARDO MATEO","COLONIA DEL SACRAMENTO","COLONIA"
22656,"SOSA, E.","RIVERA","RIVERA"
22657,"ORIENTE, DEL","CIUDAD DE LA COSTA","CANELONES"
22657,"ORIENTE, DEL","SHANGRILA","CANELONES"
22658,"TABOLIA","SALINAS","CANELONES"
22659,"SANTIAGO DE CHILE","COSTA AZUL","CANELONES"
22660,"219","COLONIA DEL SACRAMENTO","COLONIA"
22661,"ZITARROSA,ALFREDO","COLONIA DEL SACRAMENTO","COLONIA"
22662,"VECINAL(PARAJE SANTA ROSA)","SANTA ROSA","COLONIA"
22664,"COLONIA N  44","COSTA AZUL","CANELONES"
22665,"KUSSROW, FRANCISCO","COLONIA DEL SACRAMENTO","COLONIA"
22666,"BUENA VISTA","COLONIA DEL SACRAMENTO","COLONIA"
22667,"LIBERTADORES","COLONIA DEL SACRAMENTO","COLONIA"
22668,"STORNI, ALFONSINA","COSTA AZUL","CANELONES"
22669,"UTE 24","COLONIA DEL SACRAMENTO","COLONIA"
22670,"COMAVICO (DE LOS ARGENTINOS)","COLONIA DEL SACRAMENTO","COLONIA"
22671,"26","BELLO HORIZONTE","CANELONES"
22671,"26","COSTA AZUL","CANELONES"
22672,"24","SANTA ANA","CANELONES"
22673,"DIAGONAL B","BELLO HORIZONTE","CANELONES"
22675,"LARROBLA","FLORIDA","FLORIDA"
22676,"HURTADO, ENRIQUE","COLONIA DEL SACRAMENTO","COLONIA"
22677,"GRAL. MANUEL ORIBE","SALTO","SALTO"
22678,"ARGENTINOS, DE LOS","COLONIA DEL SACRAMENTO","COLONIA"
22679,"IGUAZU","NEPTUNIA","CANELONES"
22680,"RAMBLA","BELLO HORIZONTE","CANELONES"
22680,"RAMBLA","GUAZUVIRA NUEVO","CANELONES"
22681,"SANTINI, LUIS","RIVERA","RIVERA"
22681,"SANTINI, LUIS","LA PEDRERA","RIVERA"
22682,"12 DE OCTUBRE","TARARIRAS","COLONIA"
22683,"COUTURE, EDUARDO","COLONIA DEL SACRAMENTO","COLONIA"
22684,"BATLLE Y ORDOÑEZ, JOSE","FRACC. SOBRE RUTA 74","CANELONES"
22684,"BATLLE Y ORDOÑEZ, JOSE","JOAQUIN SUAREZ","CANELONES"
22684,"BATLLE Y ORDOÑEZ, JOSE","TOLEDO","CANELONES"
22685,"ROOSEVELT, PTE.","SAN LUIS","CANELONES"
22686,"RODO, JOSE ENRIQUE","SANTA LUCIA","CANELONES"
22687,"SANTAMARIA, JUAN","SAN JOSE DE CARRASCO","CANELONES"
22687,"SANTAMARIA, JUAN","SANTA TERESITA","CANELONES"
22687,"SANTAMARIA, JUAN","EMPALME NICOLICH","CANELONES"
22688,"VARELA, JOSE P.","CARMELO","COLONIA"
22689,"TREINTA Y TRES","DOLORES","SORIANO"
22690,"BLANDENGUES","COLONIA DEL SACRAMENTO","COLONIA"
22691,"ANSINA","COLONIA DEL SACRAMENTO","COLONIA"
22692,"BUENOS AIRES","SAN LUIS","CANELONES"
22693,"12","ESTACION LA FLORESTA","CANELONES"
22694,"OLIMPO","SAN LUIS","CANELONES"
22695,"MEREGGI, PBRO.","ESTACION RODRIGUEZ","SAN JOSE"
22696,"AVENATTI, CONSTANTE","RIVERA","RIVERA"
22697,"DIAZ, DR. JOSE (LA SONRISA)","MALDONADO","MALDONADO"
22697,"DIAZ, DR. JOSE (LA SONRISA)","LA SONRISA","MALDONADO"
22698,"SARACHAGA","CASTILLOS","ROCHA"
22699,"FLORES (BARROS BLANCOS)","BARROS BLANCOS","CANELONES"
22700,"12","MINAS","LAVALLEJA"
22700,"12","BARRIO LA CORONILLA - ANCAP","LAVALLEJA"
22701,"ARTIGAS, JOSE G.","SAN LUIS","CANELONES"
22702,"25 DE MAYO","JUAN LACAZE","COLONIA"
22703,"PEATONAL 204","JUAN LACAZE","COLONIA"
22704,"GOMEZ, TOMAS","CARMELO","COLONIA"
22705,"ITUZAINGO","CARMELO","COLONIA"
22706,"2DA. PARALELA OESTE","NUEVO PAYSANDU","PAYSANDU"
22707,"AYUI","COLONIA DEL SACRAMENTO","COLONIA"
22708,"ENTRADA ANTEL","SARANDI DE ARAPEY","SALTO"
22709,"19 DE ABRIL","SAN LUIS","CANELONES"
22710,"I (BO. HIPODROMO)","ROCHA","ROCHA"
22711,"HUERFANAS, LAS","COLONIA DEL SACRAMENTO","COLONIA"
22712,"BATLLE Y ORDOÑEZ, CONTINUACION","YOUNG","RIO NEGRO"
22713,"3 Y AV. ITALIA (TREBOL)","NUEVO PAYSANDU","PAYSANDU"
22713,"3 Y AV. ITALIA (TREBOL)","CHACRAS DE PAYSANDU","PAYSANDU"
22715,"UTE  1","BELLA UNION","ARTIGAS"
22715,"UTE  1","CORONADO","ARTIGAS"
22716,"ZABALA MUNIZ, J. (14 BIARRITZ)","MALDONADO","MALDONADO"
22717,"VARELA, JOSE PEDRO","SAN LUIS","CANELONES"
22718,"MADRID","EL PINAR","CANELONES"
22719,"BARBOT, RAMON","COLONIA DEL SACRAMENTO","COLONIA"
22720,"RIVERA","SANTA LUCIA","CANELONES"
22722,"CNO VECINAL","LAS TOSCAS DE CARAGUATA","TACUAREMBO"
22722,"CNO VECINAL","CRUZ DE LOS CAMINOS","TACUAREMBO"
22723,"31","EL TESORO","MALDONADO"
22724,"PANAMA","CIUDAD DE LA COSTA","CANELONES"
22724,"PANAMA","PARQUE CARRASCO","CANELONES"
22725,"SOSA, JULIO","MALDONADO","MALDONADO"
22726,"AGRACIADA","COLONIA DEL SACRAMENTO","COLONIA"
22727,"BLANCO, CONTINUACION SILVESTRE","MINAS","LAVALLEJA"
22728,"JUAN J VICTORICA","MELO","CERRO LARGO"
22730,"CORREA, JOAQUIN","VICHADERO","RIVERA"
22735,"AL PUENTE","MOIRONES","RIVERA"
22736,"2  VIVIENDAS","PASO LAPUENTE","RIVERA"
22737,"3 - VIVIENDAS","PASO LAPUENTE","RIVERA"
22738,"A LA ESCUELA 11","PASO LAPUENTE","RIVERA"
22739,"LAVALLEJA, FRANCISCO (L)","MALDONADO","MALDONADO"
22742,"ARTIGAS, GRAL. JOSE G.","SAN RAMON","CANELONES"
22743,"HARRIAGUE","SALTO","SALTO"
22744,"UTE  6","CUAREIM","ARTIGAS"
22746,"ZAPICAN","BARROS BLANCOS","CANELONES"
22746,"ZAPICAN","FRACC. CAMINO MALDONADO","CANELONES"
22748,"VECINAL 1","CRUZ DE LOS CAMINOS","TACUAREMBO"
22750,"8","NUEVO PAYSANDU","PAYSANDU"
22750,"8","CHACRAS DE PAYSANDU","PAYSANDU"
22751,"LIBERTAD","COLONIA DEL SACRAMENTO","COLONIA"
22752,"ACC. A BELEN KM. 2 (IZQUIERDA)","BELEN","SALTO"
22758,"REGULES, ELIAS","CARDONA","SORIANO"
22761,"PEREZ DEL PUERTO, RAFAEL","MALDONADO","MALDONADO"
22763,"INSTRUCCIONES","COLONIA DEL SACRAMENTO","COLONIA"
22764,"VALDIVIA","BARRA DE CARRASCO","CANELONES"
22764,"VALDIVIA","CIUDAD DE LA COSTA","CANELONES"
22764,"VALDIVIA","MONACO DE CARRASCO","CANELONES"
22765,"ARTIGAS, GRAL.","ARAMINDA","CANELONES"
22765,"ARTIGAS, GRAL.","LA TUNA","CANELONES"
22768,"HARALD SPRUT","SOLYMAR","CANELONES"
22769,"SUAREZ","QUEBRACHO","PAYSANDU"
22770,"29","ATLANTIDA","CANELONES"
22770,"29","CITY GOLF","CANELONES"
22771,"LOS HORNEROS","NEPTUNIA","CANELONES"
22772,"COMERCIO GAYOL","BARKER","COLONIA"
22774,"TAPES","LA TUNA","CANELONES"
22775,"RIVERO, DR. ELBIO","MALDONADO","MALDONADO"
22775,"RIVERO, DR. ELBIO","PINARES - LAS DELICIAS","MALDONADO"
22776,"JOSE PEDRO VARELA","LA PAZ","CANELONES"
22776,"JOSE PEDRO VARELA","BARRIO COPOLA","CANELONES"
22777,"BOHANES","LOS TITANES","CANELONES"
22777,"BOHANES","LA TUNA","CANELONES"
22778,"YAROS","LOS TITANES","CANELONES"
22778,"YAROS","LA TUNA","CANELONES"
22779,"MI HIJO EL DOCTOR","PUNTA DEL ESTE","MALDONADO"
22780,"ESPINILLO","ARAMINDA","CANELONES"
22780,"ESPINILLO","LA TUNA","CANELONES"
22780,"ESPINILLO","SANTA LUCIA DEL ESTE","CANELONES"
22781,"DR CARLOS ALFREDO PARAVIS","PROGRESO","CANELONES"
22782,"JOSE PEDRO VARELA","LAS PIEDRAS","CANELONES"
22783,"23","PINAMAR","CANELONES"
22783,"23","PINAMAR - PINEPARK","CANELONES"
22785,"BOYERO","ARAMINDA","CANELONES"
22787,"TRAPANI, FRANCISCO","MERCEDES","SORIANO"
22789,"ROSAS, JUAN","MERCEDES","SORIANO"
22790,"ARAUJO, BASILIO","MERCEDES","SORIANO"
22791,"ZUFRIATEGUI, PABLO","MERCEDES","SORIANO"
22792,"GADEA, SANTIAGO","MERCEDES","SORIANO"
22793,"COLMAN, CARMELO","MERCEDES","SORIANO"
22795,"LEICH, ENRIQUE","SOLIS","MALDONADO"
22796,"25","CIUDAD DE LA COSTA","CANELONES"
22796,"25","LAGO JARDIN DEL BOSQUE","CANELONES"
22797,"LARRAÑAGA","COLONIA DEL SACRAMENTO","COLONIA"
22798,"O391 ( MEVIR )","OMBUES DE LAVALLE","COLONIA"
22799,"17 METROS","ARAMINDA","CANELONES"
22800,"PUBLICO","ARAMINDA","CANELONES"
22801,"2","SANTA LUCIA DEL ESTE","CANELONES"
22802,"RAMBLA","SANTA LUCIA DEL ESTE","CANELONES"
22803,"MARRA, DR. J. A.","SAN JOSE DE MAYO","SAN JOSE"
22804,"TRUCSO, ING. ROLANDO","SANTA LUCIA DEL ESTE","CANELONES"
22805,"BUENOS AIRES","CARMELO","COLONIA"
22806,"UTE 2","PALO SOLO","SORIANO"
22807,"DOCTOR LUIS ALBERTO DE HERRERA","LAS PIEDRAS","CANELONES"
22808,"VARELA, JOSE P.","ROSARIO","COLONIA"
22809,"MUNICIPIO","COLONIA DEL SACRAMENTO","COLONIA"
22810,"LOS MOLLES SENICIENTOS","FLORIDA","FLORIDA"
22811,"VICTORIA","COLONIA DEL SACRAMENTO","COLONIA"
22812,"3","SANTA LUCIA DEL ESTE","CANELONES"
22813,"JUSTICIA","COLONIA DEL SACRAMENTO","COLONIA"
22814,"NORUEGA","LAS PIEDRAS","CANELONES"
22815,"BLANCO, SILVESTRE","SAN JOSE DE MAYO","SAN JOSE"
22817,"REPUBLICA","COLONIA DEL SACRAMENTO","COLONIA"
22818,"SAN JOSE","BELLA UNION","ARTIGAS"
22819,"33","SANTA LUCIA DEL ESTE","CANELONES"
22820,"32","POQUITOS","CANELONES"
22821,"PEZ AUSTRAL","MALDONADO","MALDONADO"
22821,"PEZ AUSTRAL","PINARES - LAS DELICIAS","MALDONADO"
22822,"SOLON VERISIMO","RIVERA","RIVERA"
22822,"SOLON VERISIMO","LA PEDRERA","RIVERA"
22823,"LEON","MALDONADO","MALDONADO"
22823,"LEON","PINARES - LAS DELICIAS","MALDONADO"
22824,"PATRIA","COLONIA DEL SACRAMENTO","COLONIA"
22826,"UTE 18","SAUCE","CANELONES"
22826,"UTE 18","BLANCO","CANELONES"
22827,"LOPEZ, PANCHO","TRINIDAD","FLORES"
22828,"WASHINGTON SARAZOLA","LAS PIEDRAS","CANELONES"
22829,"BARLOVENTO","LOMAS DE SOLYMAR","CANELONES"
22829,"BARLOVENTO","PARQUE DE SOLYMAR","CANELONES"
22830,"PAYSANDU","CUCHILLA ALTA","CANELONES"
22830,"PAYSANDU","SANTA ANA","CANELONES"
22830,"PAYSANDU","CUCHILLA ALTA Y EL GALEON","CANELONES"
22831,"GRIOT, BARTOLOME","COLONIA VALDENSE","COLONIA"
22832,"RIVERA","CUCHILLA ALTA","CANELONES"
22832,"RIVERA","CUCHILLA ALTA Y EL GALEON","CANELONES"
22833,"NAPINDA","MALDONADO","MALDONADO"
22833,"NAPINDA","PINARES - LAS DELICIAS","MALDONADO"
22834,"32 (AL ESTE DR. ROLDAN)","NUEVO PAYSANDU","PAYSANDU"
22835,"URUGUAY","LOS TITANES","CANELONES"
22835,"URUGUAY","LA TUNA","CANELONES"
22836,"PROCYON","MALDONADO","MALDONADO"
22836,"PROCYON","PINARES - LAS DELICIAS","MALDONADO"
22837,"137","MINAS","LAVALLEJA"
22838,"LAS PIEDRAS","COLONIA DEL SACRAMENTO","COLONIA"
22839,"13","SANTA ANA","COLONIA"
22840,"12","SANTA ANA","COLONIA"
22841,"LARRAÑAGA","YOUNG","RIO NEGRO"
22842,"FRAY BENTOS","YOUNG","RIO NEGRO"
22843,"TREINTA Y TRES","CUCHILLA ALTA","CANELONES"
22843,"TREINTA Y TRES","SANTA ANA","CANELONES"
22843,"TREINTA Y TRES","CUCHILLA ALTA Y EL GALEON","CANELONES"
22844,"MALDONADO","CUCHILLA ALTA","CANELONES"
22844,"MALDONADO","CUCHILLA ALTA Y EL GALEON","CANELONES"
22845,"HERRERA Y REISSIG, JULIO","PUNTA DEL ESTE","MALDONADO"
22847,"VAIMACA PIRU","YOUNG","RIO NEGRO"
22848,"HARRISON, DEPTAL. F.","FLORIDA","FLORIDA"
22849,"PUENTE DE LA SALUD","SOLIS","MALDONADO"
22851,"FERNANDEZ CRESPO, DANIEL","TACUAREMBO","TACUAREMBO"
22852,"GONZALEZ, ESTANISLAO (SONRISA)","MALDONADO","MALDONADO"
22853,"AIGUA","MALDONADO","MALDONADO"
22854,"YAGUARON","MINAS DE CORRALES","RIVERA"
22855,"67 (BO. CAMPISTEGUI)","LAS PIEDRAS","CANELONES"
22856,"UTE 14","LA BARRA","MALDONADO"
22856,"UTE 14","EL TESORO","MALDONADO"
22857,"PUBLICA E (BO.CARRERAS)","LASCANO","ROCHA"
22858,"4","SANTA ANA","CANELONES"
22859,"CONSTITUCION","JUAN LACAZE","COLONIA"
22860,"AYUI","MARINDIA","CANELONES"
22861,"12","SANTA ANA","CANELONES"
22862,"18 DE JULIO","SAN GREGORIO DE POLANCO","TACUAREMBO"
22863,"18","SANTA ANA","CANELONES"
22864,"SPIKERMAN, A.","COLONIA DEL SACRAMENTO","COLONIA"
22865,"MONTERROSO, J.","MALDONADO","MALDONADO"
22866,"RIO NEGRO","LAS PIEDRAS","CANELONES"
22867,"ABELARDO MARQUEZ","RIVERA","RIVERA"
22868,"UTE 11","SEQUEIRA","ARTIGAS"
22869,"VELEZ, CORONEL","DOLORES","SORIANO"
22870,"DEL PINO, SIMON","COLONIA DEL SACRAMENTO","COLONIA"
22871,"ETCHEZARRETA, JUAN FRANCISCO","ARTIGAS","ARTIGAS"
22872,"5","CUCHILLA ALTA","CANELONES"
22872,"5","SANTA ANA","CANELONES"
22872,"5","CUCHILLA ALTA Y EL GALEON","CANELONES"
22873,"RIVERA","JUAN LACAZE","COLONIA"
22874,"ANDRES SPIKERMAN","ARTIGAS","ARTIGAS"
22875,"A LA REDUCTORA","FLORENCIO SANCHEZ","COLONIA"
22876,"ELLAURI, DR. JOSE","GRAL. ENRIQUE MARTINEZ","TREINTA Y TRES"
22877,"13","SANTA ANA","CANELONES"
22877,"13","EL GALEON","CANELONES"
22877,"13","CUCHILLA ALTA Y EL GALEON","CANELONES"
22878,"H","PARQUE DEL PLATA","CANELONES"
22879,"LAVALLEJA, MANUEL","COLONIA DEL SACRAMENTO","COLONIA"
22880,"PASO DEL REY","RAFAEL PERAZZA","SAN JOSE"
22881,"MINUANES","ARAMINDA","CANELONES"
22881,"MINUANES","LA TUNA","CANELONES"
22882,"4","GUAZUVIRA","CANELONES"
22883,"MIETTO","CERAMICAS DEL SUR","SAN JOSE"
22884,"MIZAR","MALDONADO","MALDONADO"
22884,"MIZAR","PINARES - LAS DELICIAS","MALDONADO"
22885,"FREIRE, MANUEL","COLONIA DEL SACRAMENTO","COLONIA"
22887,"9","EL PINAR","CANELONES"
22888,"PEIRAN, CNEL.","SAUCE","CANELONES"
22889,"VELAZQUEZ, AGUSTIN","COLONIA DEL SACRAMENTO","COLONIA"
22890,"ITALIA","BELLA UNION","ARTIGAS"
22891,"MENDEZ TECHERA, DR. ORTELIO","TREINTA Y TRES","TREINTA Y TRES"
22893,"MUNICIPALES","MELO","CERRO LARGO"
22894,"PRUDENCIO VAZQUEZ Y VEGA","MELO","CERRO LARGO"
22895,"ERNESTO HERRERA","MELO","CERRO LARGO"
22896,"3 (BO. FAID BITTAR)","RIO BRANCO","CERRO LARGO"
22897,"6 (CUCHILLA ALTA)","CUCHILLA ALTA","CANELONES"
22897,"6 (CUCHILLA ALTA)","CUCHILLA ALTA Y EL GALEON","CANELONES"
22898,"SAN PABLO","EL PINAR","CANELONES"
22899,"25 DE AGOSTO","COLONIA VALDENSE","COLONIA"
22900,"CONTINUACION JOAQUIN TRAVIESO","RIO BRANCO","CERRO LARGO"
22901,"DE LOS SANTOS, SGTO. FRANCISCO","CHUY","ROCHA"
22902,"RIO NEGRO","CUCHILLA ALTA","CANELONES"
22902,"RIO NEGRO","CUCHILLA ALTA Y EL GALEON","CANELONES"
22903,"GERONIMO IRIONEZ","RIO BRANCO","CERRO LARGO"
22904,"VIVIENDAS MEVIR   I","RIO BRANCO","CERRO LARGO"
22905,"ORTIZ, RAMON","COLONIA DEL SACRAMENTO","COLONIA"
22906,"45 Y RUTA 11","TROPEZON","SAN JOSE"
22907,"SALTO","CUCHILLA ALTA","CANELONES"
22907,"SALTO","CUCHILLA ALTA Y EL GALEON","CANELONES"
22908,"ORTIZ, JUAN","COLONIA DEL SACRAMENTO","COLONIA"
22910,"4 (LOS OLIVOS)","MALDONADO","MALDONADO"
22912,"SANABRIA, GREGORIO","COLONIA DEL SACRAMENTO","COLONIA"
22913,"QUEVEDO, JUAN","COLONIA VALDENSE","COLONIA"
22914,"TALCAHUANO","PIRIAPOLIS","MALDONADO"
22915,"SPIKERMAN, JUAN","COLONIA DEL SACRAMENTO","COLONIA"
22916,"ARTIGAS, PANTALEON","COLONIA DEL SACRAMENTO","COLONIA"
22917,"YAGUARON","CHUY","ROCHA"
22918,"SARANDI","FLORIDA","FLORIDA"
22919,"7","DOCTOR FRANCISCO SOCA","CANELONES"
22920,"DOMINGO SPALATTO","VELAZQUEZ","ROCHA"
22921,"CABALLERO","RIO BRANCO","CERRO LARGO"
22923,"BURGUEÑO, ZENON","DOCTOR FRANCISCO SOCA","CANELONES"
22924,"ACOSTA, JUAN","TREINTA Y TRES","TREINTA Y TRES"
22925,"COSMOPOLITA","JUAN LACAZE","COLONIA"
22927,"ENTRADA CAPPI","TOTORAL DEL SAUCE","CANELONES"
22928,"DIAZ, DIONISIO","BARROS BLANCOS","CANELONES"
22929,"PIEDRAS","DOCTOR FRANCISCO SOCA","CANELONES"
22930,"BIRARO","SALINAS","CANELONES"
22931,"5B","LAS TOSCAS","CANELONES"
22932,"SARANDI","SANTA LUCIA","CANELONES"
22934,"FROILAN VAZQUEZ LEDESMA","CANELONES","CANELONES"
22936,"90","ORGOROSO","PAYSANDU"
22937,"PENELA, GONZALO","SAN RAMON","CANELONES"
22938,"MELENDEZ, MANUEL","COLONIA DEL SACRAMENTO","COLONIA"
22939,"GUAVIYU","LAS PIEDRAS","CANELONES"
22940,"BARREIRO","MALDONADO","MALDONADO"
22941,"DE HERRERA, DOCTOR LUIS","DOCTOR FRANCISCO SOCA","CANELONES"
22942,"RIBES, S.","SALTO","SALTO"
22943,"1","LAS TOSCAS","CANELONES"
22943,"1","PARQUE DEL PLATA","CANELONES"
22944,"SIGRIST Y FENDER","NUEVA HELVECIA","COLONIA"
22945,"BURGUEÑO (HIJO), ZENON","DOCTOR FRANCISCO SOCA","CANELONES"
22946,"MIRANDA, AVELANO","COLONIA DEL SACRAMENTO","COLONIA"
22947,"QUINKE","COLONIA DEL SACRAMENTO","COLONIA"
